Core Project Number,Affilation,Authors ,	Country,	ISSN,Journal Issue,Journal (Link to PubMed abstract) ,Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central) ,PUB Year,Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Clinical Trials cited
U01EB021238,"Department of Biochemistry and Molecular Pharmacology, University of Massachusetts Medical School, Worcester, MA 01605.","Ma, Hanhui; Tu, Li-Chun; Naseri, Ardalan; Huisman, Maximiliaan; Zhang, Shaojie; Grunwald, David; Pederson, Thoru","United States",1540-8140,"5","The Journal of cell biology.","J Cell Biol",214,eng,"529-37",5004447,27551060,2016 08 29;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5004447/' target='_blank'>CRISPR-Cas9 nuclear dynamics and target recognition in living cells.</a>",2016,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27551060&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27551060' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5004447&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/27551060' target='_blank'>Cited By, Google</a>",
U01CA200060,"Dept. of Statistics, Penn State University, 325 Thomas Building, University Park, PA 16803, USA yzz2@psu.edu.","Zhang, Yu; An, Lin; Yue, Feng; Hardison, Ross C","England",1362-4962,"14","Nucleic acids research.","Nucleic Acids Res",44,eng,"6721-31",5772166,27095202,2016 08 19;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5772166/' target='_blank'>Jointly characterizing epigenetic dynamics across multiple human cell types.</a>",2016,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27095202&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27095202' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5772166&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/27095202' target='_blank'>Cited By, Google</a>",
U01CA200060,"Department of Neurological Surgery, Washington University School of Medicine, St. Louis, MO 63110, USA.","Pan, Yanchun; Daito, Takuji; Sasaki, Yo; Chung, Yong Hee; Xing, Xiaoyun; Pondugula, Santhi; Swamidass, S Joshua; Wang, Ting; Kim, Albert H; Yano, Hiroko","England",2045-2322,"","Scientific reports.","Sci Rep",6,eng,"31022",4981892,27516062,2016 08 12;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4981892/' target='_blank'>Inhibition of DNA Methyltransferases Blocks Mutant Huntingtin-Induced Neurotoxicity.</a>",2016,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27516062&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27516062' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4981892&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/27516062' target='_blank'>Cited By, Google</a>",
U01HL130010,"Department of Biological Science, Florida State University, Tallahassee, FL 32306;","Darrow, Emily M; Huntley, Miriam H; Dudchenko, Olga; Stamenova, Elena K; Durand, Neva C; Sun, Zhuo; Huang, Su-Chen; Sanborn, Adrian L; Machol, Ido; Shamim, Muhammad; Seberg, Andrew P; Lander, Eric S; Chadwick, Brian P; Aiden, Erez Lieberman","United States",1091-6490,"31","Proceedings of the National Academy of Sciences of the United States of America.","Proc Natl Acad Sci U S A",113,eng,"E4504-12",4978254,27432957,2016 08 02;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4978254/' target='_blank'>Deletion of DXZ4 on the human inactive X chromosome alters higher-order genome architecture.</a>",2016,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27432957&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27432957' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4978254&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/27432957' target='_blank'>Cited By, Google</a>",
U54DK107979,"Department of Pathology, School of Medicine, University of Washington, 1959 NE Pacific St. Seattle, WA 98115, USA; Department of Medicine, School of Medicine, University of Washington, 1959 NE Pacific St. Seattle, WA 98115, USA. Electronic address: cdistech@uw.edu.","Disteche, Christine M","England",1096-3634,"","Seminars in cell & developmental biology.","Semin Cell Dev Biol",56,eng,"9-18",4955796,27112542,2016 08;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4955796/' target='_blank'>Dosage compensation of the sex chromosomes and autosomes.</a>",2016,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27112542&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27112542' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4955796&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/27112542' target='_blank'>Cited By, Google</a>",
U01HL129998,"Department of Biological Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA.","Chen, Fei; Wassie, Asmamaw T; Cote, Allison J; Sinha, Anubhav; Alon, Shahar; Asano, Shoh; Daugharthy, Evan R; Chang, Jae-Byum; Marblestone, Adam; Church, George M; Raj, Arjun; Boyden, Edward S","United States",1548-7105,"8","Nature methods.","Nat Methods",13,eng,"679-84",4965288,27376770,2016 08;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4965288/' target='_blank'>Nanoscale imaging of RNA with expansion microscopy.</a>",2016,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27376770&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27376770' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4965288&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/27376770' target='_blank'>Cited By, Google</a>",
U54DK107980,"","Giorgetti, Luca; Lajoie, Bryan R; Carter, Ava C; Attia, Mikael; Zhan, Ye; Xu, Jin; Chen, Chong Jian; Kaplan, Noam; Chang, Howard Y; Heard, Edith; Dekker, Job","England",1476-4687,"7613","Nature.","Nature",535,eng,"575-9",5443622,27437574,2016 07 28;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443622/' target='_blank'>Structural organization of the inactive X chromosome in the mouse.</a>",2016,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27437574&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27437574' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5443622&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/27437574' target='_blank'>Cited By, Google</a>",
U54DK107977,"Dipartimento di Fisica, Università di Napoli Federico II, and INFN Napoli, CNR-SPIN, Complesso Universitario di Monte Sant'Angelo, 80126 Naples, Italy.","Chiariello, Andrea M; Annunziatella, Carlo; Bianco, Simona; Esposito, Andrea; Nicodemi, Mario","England",2045-2322,"","Scientific reports.","Sci Rep",6,eng,"29775",4942835,27405443,2016 07 13;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4942835/' target='_blank'>Polymer physics of chromosome large-scale 3D organisation.</a>",2016,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27405443&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27405443' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4942835&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/27405443' target='_blank'>Cited By, Google</a>",
U54DK107965,"Department of Bioengineering, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA.","Li, Yang; Zhou, Shiguo; Schwartz, David C; Ma, Jian","United States",2405-4712,"1","Cell systems.","Cell Syst",3,eng,"21-34",4965314,27453446,2016 07;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4965314/' target='_blank'>Allele-Specific Quantification of Structural Variations in Cancer Genomes.</a>",2016,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27453446&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27453446' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4965314&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/27453446' target='_blank'>Cited By, Google</a>",
U01HL130010,"The Center for Genome Architecture, Baylor College of Medicine, Houston, TX 77030, USA; Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, TX 77030, USA; Department of Computer Science and Department of Computational and Applied Mathematics, Rice University, Houston, TX 77005, USA; Broad Institute of Harvard and Massachusetts Institute of Technology (MIT), Cambridge, MA 02139, USA.","Durand, Neva C; Shamim, Muhammad S; Machol, Ido; Rao, Suhas S P; Huntley, Miriam H; Lander, Eric S; Aiden, Erez Lieberman","United States",2405-4712,"1","Cell systems.","Cell Syst",3,eng,"95-8",5846465,27467249,2016 07;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5846465/' target='_blank'>Juicer Provides a One-Click System for Analyzing Loop-Resolution Hi-C Experiments.</a>",2016,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27467249&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27467249' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5846465&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/27467249' target='_blank'>Cited By, Google</a>",
U01HL129998,"Division of Hematology, The Children's Hospital of Philadelphia, Philadelphia, Pennsylvania 19104, USA; Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania 19104, USA.","Hsiung, Chris C-S; Bartman, Caroline R; Huang, Peng; Ginart, Paul; Stonestrom, Aaron J; Keller, Cheryl A; Face, Carolyne; Jahn, Kristen S; Evans, Perry; Sankaranarayanan, Laavanya; Giardine, Belinda; Hardison, Ross C; Raj, Arjun; Blobel, Gerd A","United States",1549-5477,"12","Genes & development.","Genes Dev",30,eng,"1423-39",4926865,27340175,2016 06 15;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4926865/' target='_blank'>A hyperactive transcriptional state marks genome reactivation at the mitosis-G1 transition.</a>",2016,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27340175&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27340175' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4926865&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/27340175' target='_blank'>Cited By, Google</a>",
U54DK107977,"Peptide Biology Lab and the Helmsley Center for Genomic Medicine, Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA. Electronic address: jedixon@salk.edu.","Dixon, Jesse R; Gorkin, David U; Ren, Bing","United States",1097-4164,"5","Molecular cell.","Mol Cell",62,eng,"668-80",5371509,27259200,2016 06 02;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5371509/' target='_blank'>Chromatin Domains: The Unit of Chromosome Organization.</a>",2016,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27259200&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27259200' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5371509&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/27259200' target='_blank'>Cited By, Google</a>",
U01HL129998,"Department of Bioengineering, University of Pennsylvania, Philadelphia, PA 19104, USA. Electronic address: usymmons@yahoo.com.","Symmons, Orsolya; Raj, Arjun","United States",1097-4164,"5","Molecular cell.","Mol Cell",62,eng,"788-802",4900469,27259209,2016 06 02;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4900469/' target='_blank'>What's Luck Got to Do with It: Single Cells, Multiple Fates, and Biological Nondeterminism.</a>",2016,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27259209&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27259209' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4900469&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/27259209' target='_blank'>Cited By, Google</a>",
U54DK107977,"1Ronald O. Perelman Department of Emergency Medicine,NYU School of Medicine,New York,New York.","Smith, Silas W; Jamin, Catherine T; Malik, Sidrah; Abrukin, Liliya; Tupchong, Keegan M; Portelli, Ian; Asaeda, Glenn; Prezant, David J; Wang, Binhuan; Hu, Ming; Goldfrank, Lewis R; Meyers, Chad M","United States",1938-744X,"3","Disaster medicine and public health preparedness.","Disaster Med Public Health Prep",10,eng,"496-502",,27174171,2016 06;,"Freestanding Emergency Critical Care During the Aftermath of Hurricane Sandy: Implications for Disaster Preparedness and Response.",2016,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27174171&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27174171' target='_blank'>Related, Google Scholar</a>",," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/27174171' target='_blank'>Cited By, Google</a>",
U54DK107980,"Graduate Program in Biophysics, Harvard University, Cambridge, MA 01238, USA; Institute for Medical Engineering and Science, Massachusetts Institute of Technology (MIT), Cambridge, MA 02139, USA.","Fudenberg, Geoffrey; Imakaev, Maxim; Lu, Carolyn; Goloborodko, Anton; Abdennur, Nezar; Mirny, Leonid A","United States",2211-1247,"9","Cell reports.","Cell Rep",15,eng,"2038-49",4889513,27210764,2016 05 31;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4889513/' target='_blank'>Formation of Chromosomal Domains by Loop Extrusion.</a>",2016,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27210764&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27210764' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4889513&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/27210764' target='_blank'>Cited By, Google</a>",
U54DK107981,"Molecular and Computational Biology, Department of Biological Sciences, University of Southern California, 1050 Childs Way, Los Angeles, California 90089, USA.","Dai, Chao; Li, Wenyuan; Tjong, Harianto; Hao, Shengli; Zhou, Yonggang; Li, Qingjiao; Chen, Lin; Zhu, Bing; Alber, Frank; Jasmine Zhou, Xianghong","England",2041-1723,"","Nature communications.","Nat Commun",7,eng,"11549",4895025,27240697,2016 05 31;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4895025/' target='_blank'>Mining 3D genome structure populations identifies major factors governing the stability of regulatory communities.</a>",2016,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27240697&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27240697' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4895025&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/27240697' target='_blank'>Cited By, Google</a>",
